Preprocessed Mel-spectrogram Dataset is now Ready,daisukelab,expert,165,155,Maxwell,master,81,76,
Could not reserve memory block,StevenTMHsu德明,expert,45,37,Yury Kashnitsky,master,330,304,
Result seems finalized, check your profile!,Strideradu,master,340,309,Paco Diaz,expert,31,29,
Is your LB score made by model which is trained in only-kernel?,YouHan Lee,expert,310,284,ilovescience,contributor,56,47,
Why is it ineffective to oversample and remove outliers?,lh123,novice,4,2,Szymon Maszke,contributor,2,1,
Answer to "Leak vs Magic" debate,Roman,expert,70,62,Himanshu Soni,contributor,15,14,
3rd place solution (0.99) and Code,Prithvi,expert,11,9,Carson Zhang,contributor,16,16,
Wondering in possibility making question answering format in BERT,Yue Zhang,novice,8,7,Kepler456b,novice,47,40,
Discrepancy between CV and LB,Dmitriy Danevskiy,master,94,86,Dmitriy Danevskiy,master,94,86,
My Guidelines and tips for teaming up the right way,AmirH,expert,315,277,Sreedevi Sasidharan ,novice,31,31,
What exactly is the variable "suicides_no"?,Raghav Kumar,novice,1,0,Diego Duque,novice,3,3,
Is training in kernel enough without local gpus?,Chris.Y,novice,8,7,Hans Yang,expert,44,40,
Preprocessed Mel-spectrogram Dataset is now Ready,daisukelab,expert,165,155,ilovescience,contributor,56,47,
Result seems finalized, check your profile!,Strideradu,master,340,309,jionie,expert,86,85,
Is your LB score made by model which is trained in only-kernel?,YouHan Lee,expert,310,284,daisukelab,expert,165,155,
Why is it ineffective to oversample and remove outliers?,lh123,novice,4,2,Ben Nye,expert,153,146,
3rd place solution (0.99) and Code,Prithvi,expert,11,9,Eric R,contributor,18,16,
Wondering in possibility making question answering format in BERT,Yue Zhang,novice,8,7,Matei Ionita,contributor,81,79,
Discrepancy between CV and LB,Dmitriy Danevskiy,master,94,86,qrfaction,master,10,9,
My Guidelines and tips for teaming up the right way,AmirH,expert,315,277,Jianfei Wang,expert,267,255,
Could any one through some light on "pings", "observers_placed", "nearby_creep_death_count" in json files,Rajasekhar Battula,contributor,8,7,Wayde Herman,contributor,30,28,
Preprocessed Mel-spectrogram Dataset is now Ready,daisukelab,expert,165,155,daisukelab,expert,165,155,
Result seems finalized, check your profile!,Strideradu,master,340,309,Binil,expert,136,123,
Submitting code/models,Karl Schelhammer,novice,6,4,Gavin Bao,novice,13,13,
Let's keep our killer features in secret till April 23,Yury Kashnitsky,master,330,304,Hikkiiiiiiiii,expert,61,55,
Answer to "Leak vs Magic" debate,Roman,expert,70,62,Mileta,contributor,9,9,
3rd place solution (0.99) and Code,Prithvi,expert,11,9,devforfu,novice,34,30,
Wondering in possibility making question answering format in BERT,Yue Zhang,novice,8,7,XyW,contributor,23,20,
Discrepancy between CV and LB,Dmitriy Danevskiy,master,94,86,Marek Wyborski,expert,16,15,
Could any one through some light on "pings", "observers_placed", "nearby_creep_death_count" in json files,Rajasekhar Battula,contributor,8,7,Grazder,contributor,4,3,
How to handle very week dataset ??,Parvez,contributor,7,4,Ouassim Adnane,expert,249,191,
Result seems finalized, check your profile!,Strideradu,master,340,309,Psi,expert,231,227,
Let's keep our killer features in secret till April 23,Yury Kashnitsky,master,330,304,SRK,grandmaster,347,314,
Answer to "Leak vs Magic" debate,Roman,expert,70,62,CPMP,grandmaster,4678,4447,
3rd place solution (0.99) and Code,Prithvi,expert,11,9,Jean-Marc,contributor,46,43,
EDA tutorials ? ,ChadiSt,novice,1,0,Akshit Bansal,contributor,30,23,
Discrepancy between CV and LB,Dmitriy Danevskiy,master,94,86,Appian,expert,62,60,
Could any one through some light on "pings", "observers_placed", "nearby_creep_death_count" in json files,Rajasekhar Battula,contributor,8,7,Sergey Tarasov,novice,12,12,
How to handle very week dataset ??,Parvez,contributor,7,4,Anirban Dutta,contributor,9,8,
Result seems finalized, check your profile!,Strideradu,master,340,309,LongYin,expert,514,498,
Let's keep our killer features in secret till April 23,Yury Kashnitsky,master,330,304,Ken Krige,contributor,56,55,
Answer to "Leak vs Magic" debate,Roman,expert,70,62,Giba,grandmaster,606,573,
#1 My solution. I'm done, it was a pleasure,Nanashi,expert,230,186,swagatron,contributor,75,71,
If it's not a magic, could you explain why it works? ,Vadim Nareyko,expert,153,145,Bojan Tunguz,grandmaster,1009,907,
Discrepancy between CV and LB,Dmitriy Danevskiy,master,94,86,koukyo,expert,23,20,
Could any one through some light on "pings", "observers_placed", "nearby_creep_death_count" in json files,Rajasekhar Battula,contributor,8,7,Maxim Golovatchev,novice,5,5,
How to handle very week dataset ??,Parvez,contributor,7,4,KB,novice,32,27,
Result seems finalized, check your profile!,Strideradu,master,340,309,LongYin,expert,514,498,
Let's keep our killer features in secret till April 23,Yury Kashnitsky,master,330,304,Valerii Dolgushin,contributor,1,1,
Answer to "Leak vs Magic" debate,Roman,expert,70,62,Psi,expert,231,227,
#1 My solution. I'm done, it was a pleasure,Nanashi,expert,230,186,Rajanikant Tenguria,contributor,22,21,
If it's not a magic, could you explain why it works? ,Vadim Nareyko,expert,153,145,YaGana Sheriff-Hussaini,expert,1535,1485,
Discrepancy between CV and LB,Dmitriy Danevskiy,master,94,86,James Requa,expert,94,90,
Can someone sum up what is magic ?,Elyes Ouederni,contributor,5,4,Giba,grandmaster,606,573,
Vectorizing those eartquakes,Eyas Taifour,contributor,6,5,nosound,expert,30,28,
Rare classes in test?,interneuron,master,349,343,A.L.,master,304,264,
Clarification On Metrics,Chua Cheng Hong,contributor,44,34,Lucy Vasserman,novice,2,1,
Answer to "Leak vs Magic" debate,Roman,expert,70,62,ClusterFork,expert,12,11,
#1 My solution. I'm done, it was a pleasure,Nanashi,expert,230,186,Dani Gordo,contributor,18,18,
If it's not a magic, could you explain why it works? ,Vadim Nareyko,expert,153,145,Chris Deotte,master,1403,1382,
Discrepancy between CV and LB,Dmitriy Danevskiy,master,94,86,AkiraSosa,novice,12,11,
Can someone sum up what is magic ?,Elyes Ouederni,contributor,5,4,Chris Deotte,master,1403,1382,
Stage 2 considerations,SRK,grandmaster,347,314,Ram Ramrakhya,expert,77,64,
Whats your CV AUC like?,Abhishek,grandmaster,1294,1123,Bai,contributor,102,98,
Answer to "Leak vs Magic" debate,Roman,expert,70,62,YaGana Sheriff-Hussaini,expert,1535,1485,
#15 Solution[0.77] - One I didn't Choose,swagatron,contributor,75,71,Rajanikant Tenguria,contributor,22,21,
Freshman Help Needed,VIKAS SINGH,novice,3,2,Ilham Firdausi Putra,contributor,20,19,
Discrepancy between CV and LB,Dmitriy Danevskiy,master,94,86,Manoj Plakal,novice,26,24,
Where is the "Publish" button?,ZS,novice,1,0,Aditya Prakash,contributor,3,3,
Stage 2 considerations,SRK,grandmaster,347,314,zjucor,expert,144,131,
Whats your CV AUC like?,Abhishek,grandmaster,1294,1123,Abhishek,grandmaster,1294,1123,
#19 solution,GaoYL,master,5,4,CPMP,grandmaster,4678,4447,
#16 Solution,Ilham Firdausi Putra,contributor,20,19,Prashanth Thangavel,expert,90,85,
When can the cheater removal be finished?,Peng ,contributor,41,36,Nanashi,expert,230,186,
Discrepancy between CV and LB,Dmitriy Danevskiy,master,94,86,Manoj Plakal,novice,26,24,
Where is the "Publish" button?,ZS,novice,1,0,Julia Elliott,staff,251,205,
Whats your CV AUC like?,Abhishek,grandmaster,1294,1123,Prem,novice,1,1,
#19 solution,GaoYL,master,5,4,YaGana Sheriff-Hussaini,expert,1535,1485,
Shake is coming ...,Nanashi,expert,230,186,swagatron,contributor,75,71,
When can the cheater removal be finished?,Peng ,contributor,41,36,Jiwei Liu,grandmaster,1105,992,
Discrepancy between CV and LB,Dmitriy Danevskiy,master,94,86,Ahmet Erdem,master,210,189,
Are you ready for Stage 2 test of length 100k?,Yury Kashnitsky,master,330,304,Yury Kashnitsky,master,330,304,
Whats your CV AUC like?,Abhishek,grandmaster,1294,1123,Mohit Pahuja,contributor,4,4,
#19 solution,GaoYL,master,5,4,sandy1112,expert,76,71,
Shake is coming ...,Nanashi,expert,230,186,Alexandre Sauvé,contributor,39,38,
When can the cheater removal be finished?,Peng ,contributor,41,36,Manoj,expert,325,269,
Discrepancy between CV and LB,Dmitriy Danevskiy,master,94,86,Eduardo Fonseca,novice,58,48,
Are you ready for Stage 2 test of length 100k?,Yury Kashnitsky,master,330,304,Moradnejad,expert,87,76,
Whats your CV AUC like?,Abhishek,grandmaster,1294,1123,Hamish Dickson,expert,70,62,
#19 solution,GaoYL,master,5,4,Chris Deotte,master,1403,1382,
Last layer activation (Sigmoid or softmax),Pierre Tisseur,expert,41,29,James Requa,expert,94,90,
When can the cheater removal be finished?,Peng ,contributor,41,36,E.Y,expert,34,32,
Unable to run a kernel,Jean-Marc,contributor,46,43,YaGana Sheriff-Hussaini,expert,1535,1485,
Are you ready for Stage 2 test of length 100k?,Yury Kashnitsky,master,330,304,Ken Krige,contributor,56,55,
Whats your CV AUC like?,Abhishek,grandmaster,1294,1123,yuval r,expert,108,101,
#19 solution,GaoYL,master,5,4,Murat Korkmaz,expert,67,63,
Last layer activation (Sigmoid or softmax),Pierre Tisseur,expert,41,29,daisukelab,expert,165,155,
When can the cheater removal be finished?,Peng ,contributor,41,36,Murat Korkmaz,expert,67,63,
Asterisks in place of unicode characters,TomV,novice,4,1,Yury Kashnitsky,master,330,304,
Are you ready for Stage 2 test of length 100k?,Yury Kashnitsky,master,330,304,LouisClouatre,expert,13,13,
Whats your CV AUC like?,Abhishek,grandmaster,1294,1123,Bai,contributor,102,98,
#19 solution,GaoYL,master,5,4,LongYin,expert,514,498,
Last layer activation (Sigmoid or softmax),Pierre Tisseur,expert,41,29,Andris Birkmanis,novice,15,15,
When can the cheater removal be finished?,Peng ,contributor,41,36,Moradnejad,expert,87,76,
9th place solution (nagiss part),nagiss,master,2,1,xinfeng lu,contributor,2,2,
502 server error 15 april 2019,nickt5,novice,2,1,Jeff Moser,staff,498,459,
Whats your CV AUC like?,Abhishek,grandmaster,1294,1123,olegpolivin,expert,19,13,
Is Data Scientists job really overhyped?,Pratik Gupta,contributor,16,12,Stanislav Blinov,contributor,83,77,
Last layer activation (Sigmoid or softmax),Pierre Tisseur,expert,41,29,Ahmed Alesh,expert,19,19,
When can the cheater removal be finished?,Peng ,contributor,41,36,Ilya Khristoforov,expert,293,273,
9th place solution (nagiss part),nagiss,master,2,1,Giba,grandmaster,606,573,
502 server error 15 april 2019,nickt5,novice,2,1,nickt5,novice,2,1,
Feature Launch: TensorBoard Support in Kaggle Kernels,Aurelio Agundez,staff,97,96,Akash Ravichandran,contributor,70,60,
Is Data Scientists job really overhyped?,Pratik Gupta,contributor,16,12,CPMP,grandmaster,4678,4447,
How did Santander create 200 uncorrelated variables?,Jianfa Chen,contributor,19,14,Silogram,grandmaster,179,170,
When can the cheater removal be finished?,Peng ,contributor,41,36,YaGana Sheriff-Hussaini,expert,1535,1485,
9th place solution (nagiss part),nagiss,master,2,1,YaGana Sheriff-Hussaini,expert,1535,1485,
502 server error 15 april 2019,nickt5,novice,2,1,Uysim,contributor,64,54,
CareerCon 2019,Nanashi,expert,230,186,Ilham Firdausi Putra,contributor,20,19,
Is Data Scientists job really overhyped?,Pratik Gupta,contributor,16,12,MichaelP,master,220,208,
How did Santander create 200 uncorrelated variables?,Jianfa Chen,contributor,19,14,Trainedonatoaster,novice,19,17,
What's wrong with my submission, it always said error?,Yankai,novice,2,1,Yibing Wu,master,173,159,
9th place solution (nagiss part),nagiss,master,2,1,Yassine Alouini,expert,197,170,
502 server error 15 april 2019,nickt5,novice,2,1,Deb Paine,novice,1,1,
CareerCon 2019,Nanashi,expert,230,186,Kaggler,novice,2,2,
Is Data Scientists job really overhyped?,Pratik Gupta,contributor,16,12,JohnG,contributor,2,2,
How did Santander create 200 uncorrelated variables?,Jianfa Chen,contributor,19,14,Chris Deotte,master,1403,1382,
Genetic Algorithms for Feature Selection,Deniz Kavi,contributor,7,5,Catalan,contributor,2,2,
9th place solution (nagiss part),nagiss,master,2,1,LongYin,expert,514,498,
502 server error 15 april 2019,nickt5,novice,2,1,ferdinand,novice,1,1,
CareerCon 2019,Nanashi,expert,230,186,Rashidul Hasan Hridoy,contributor,40,35,
Is Data Scientists job really overhyped?,Pratik Gupta,contributor,16,12,Aditya Soni,expert,826,808,
What's up with `None` values in the test data?,Nikolay Shebanov,master,69,63,Andre Araujo,novice,24,20,
9th place solution (nagiss part),nagiss,master,2,1,Chris Deotte,master,1403,1382,
502 server error 15 april 2019,nickt5,novice,2,1,Uysim,contributor,64,54,
Is Data Scientists job really overhyped?,Pratik Gupta,contributor,16,12,Ilya Chernov,contributor,34,33,
9th place solution (nagiss part),nagiss,master,2,1,CPMP,grandmaster,4678,4447,
502 server error 15 april 2019,nickt5,novice,2,1,HAOHAN WU,contributor,2,2,
Is Data Scientists job really overhyped?,Pratik Gupta,contributor,16,12,E.Y,expert,34,32,
Different folds result in very different LB scores,jkevin,novice,1,0,Amjad,novice,18,16,
502 server error 15 april 2019,nickt5,novice,2,1,Towfeeqf,novice,1,1,
Is Data Scientists job really overhyped?,Pratik Gupta,contributor,16,12,gaoxuxin,contributor,9,6,
Different folds result in very different LB scores,jkevin,novice,1,0,Dalton Hall,expert,91,87,
Step profile in time to failure,datasaurus,contributor,66,59,Dalton Hall,expert,91,87,
Is Data Scientists job really overhyped?,Pratik Gupta,contributor,16,12,kojimar,expert,17,17,
Different folds result in very different LB scores,jkevin,novice,1,0,Kha Vo,master,170,165,
Step profile in time to failure,datasaurus,contributor,66,59,CPMP,grandmaster,4678,4447,
Download both train and test sets in paralell with aria,Nikolay Shebanov,master,69,63,Andres Torrubia,expert,299,262,
contribution_record,devin,master,503,468,devin,master,503,468,
Failed: Evaluation Exception: Submission must have 1459 rows,Stephen Sumner,novice,1,0,giuliodn,novice,1,1,
Download both train and test sets in paralell with aria,Nikolay Shebanov,master,69,63,Jiwei Liu,grandmaster,1105,992,
Anyone interested in working together on this challenge?,Akshit Bansal,contributor,30,23,Rahul Deora,novice,9,8,
Failed: Evaluation Exception: Submission must have 1459 rows,Stephen Sumner,novice,1,0,Amir SP,contributor,1,1,
Download both train and test sets in paralell with aria,Nikolay Shebanov,master,69,63,kotaro,expert,20,19,
Anyone interested in working together on this challenge?,Akshit Bansal,contributor,30,23,bedi,novice,4,4,
On going now!,StevenTMHsu德明,expert,45,37,Yury Kashnitsky,master,330,304,
Download both train and test sets in paralell with aria,Nikolay Shebanov,master,69,63,Rishabh Agrahari,contributor,27,24,
How to start time series forecasting (strong and simple algorithm),Alexander Butakov,expert,149,139,KB,novice,32,27,
On going now!,StevenTMHsu德明,expert,45,37,StevenTMHsu德明,expert,45,37,
Download both train and test sets in paralell with aria,Nikolay Shebanov,master,69,63,Aloisio Dourado,expert,124,111,
How to start time series forecasting (strong and simple algorithm),Alexander Butakov,expert,149,139,Max Lamberti,contributor,2,2,
On going now!,StevenTMHsu德明,expert,45,37,Ken Krige,contributor,56,55,
Download both train and test sets in paralell with aria,Nikolay Shebanov,master,69,63,YaroRonDex,contributor,1,1,
How to start time series forecasting (strong and simple algorithm),Alexander Butakov,expert,149,139,Piyush Rastogi,expert,124,120,
Jumped way down,MHunte,contributor,2,1,sandy1112,expert,76,71,
How to start time series forecasting (strong and simple algorithm),Alexander Butakov,expert,149,139,kageyama,contributor,36,32,
Jumped way down,MHunte,contributor,2,1,Kamal Chhirang,expert,148,130,
How to start time series forecasting (strong and simple algorithm),Alexander Butakov,expert,149,139,dhaqui the kaggler,expert,118,117,
sound 1d44b0bd.wav,Hugo Amorim,contributor,4,2,Manoj Plakal,novice,26,24,
How to start time series forecasting (strong and simple algorithm),Alexander Butakov,expert,149,139,Alexander Butakov,expert,149,139,
sound 1d44b0bd.wav,Hugo Amorim,contributor,4,2,Eduardo Fonseca,novice,58,48,
How to start time series forecasting (strong and simple algorithm),Alexander Butakov,expert,149,139,Alexander Butakov,expert,149,139,
sound 1d44b0bd.wav,Hugo Amorim,contributor,4,2,Marek Wyborski,expert,16,15,
How to start time series forecasting (strong and simple algorithm),Alexander Butakov,expert,149,139,Alexander Butakov,expert,149,139,
CV AUC==0.91 but LB is 0.82,Turgut,contributor,12,11,JoonHo Lee,contributor,54,49,
