{'content': '这个东西确实好，下次还买', 'productId': '37603225476'}
{'content': '不错，夏天饮用利咽解渴。', 'productId': '11131792335'}
{'content': '感觉买贵了，不值这个价', 'productId': '11131792335'}
{'content': '挺不错的，物流也还可以', 'productId': '11131792335'}
{'content': '挺香的，味道很浓', 'productId': '11131792335'}
{'content': '味道怪怪的，，，，，，', 'productId': '11131792335'}
{'content': '味道挺正的，物流也挺快', 'productId': '11131792335'}
{'content': '味道没有想象中那么好喝，偶然在一家餐厅喝到这个茶，就买点尝尝，没有想象中好', 'productId': '11131792335'}
{'content': '喜欢柠檬草的味道，好喝。要是包装袋换成纸袋就好了，塑料袋不好存放，买多了没地儿搁。', 'productId': '11131792335'}
{'content': '不好喝   和想象中的差别很大   一股生姜味  热水冲泡还有点呛人', 'productId': '11131792335'}
{'content': '不错 京东值得信赖 购物选京东就是放心', 'productId': '11131792335'}
{'content': '喝了一次，味道有点怪，可能是因为我放的比&rdquo;奥多吧', 'productId': '11131792335'}
{'content': '酸酸的柠檬味，夏天很清爽，可以跟花茶一起泡，解腻又有花香', 'productId': '11131792335'}
{'content': '还没试，问着感觉还可以，应该不会失望吧', 'productId': '11131792335'}
{'content': '闻起来香香的，玻璃瓶装着很可爱，用来做冬阴功汤', 'productId': '11131792335'}
{'content': '宝贝非常不错，下次还会来光顾', 'productId': '11131792335'}
{'content': '味道很好闻，非常不错，包装也很好，还会再买！', 'productId': '11131792335'}
{'content': '看上去很新鲜，应该是新茶，就是好多小花朵，大的不多', 'productId': '17807932419'}
{'content': '已经是第二次购买了质量还是和以前一样好', 'productId': '17807932419'}
{'content': '东西很好，便宜实惠！很好！', 'productId': '17807932419'}
{'content': '挺好的。价格合理。我很满意。', 'productId': '17807932419'}
{'content': '很香，还不错，配上月季花茶蛮不错的！', 'productId': '17807932419'}
{'content': '没想到两斤有这么多超发算', 'productId': '17807932419'}
{'content': '刚收到味道不错下次还会购买', 'productId': '17807932419'}
{'content': '颜色很正，泡了味道不错。', 'productId': '17807932419'}
{'content': '货真价实，好东西', 'productId': '17807932419'}
{'content': '泡出水很好闻，但味道有点不投口。', 'productId': '17807932419'}
{'content': '干干爽爽，第一次开洋，学洋，会习贯常饮吧。', 'productId': '11131697900'}
{'content': '散装的，包装比较简陋，就一个普通封口袋装着。原还以为再怎么着也是抽真空包装的呢。不过东西还可以，碎的比较少', 'productId': '11131697900'}
{'content': '看着还行，包装简单。物流有点慢。', 'productId': '11131697900'}
{'content': '包装还可以的！看着还行吧！', 'productId': '11131697900'}
{'content': '还不错，挺好闻的，色泽也不错，以为很多碎的，叶长碎的不多', 'productId': '11131697900'}
{'content': '非常不错，值得推荐。有效改善头皮屑，效果不错。', 'productId': '11131697900'}
{'content': '闻着香味好浓啊。送的几件东西很可爱', 'productId': '11131697900'}
{'content': '非常不错的东西。', 'productId': '11131697900'}
{'content': '很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好', 'productId': '11131697900'}
{'content': '今天终于收到宝贝草了，等了好久了，知道毕竟买的不是时候啊，卖家还送了小礼物，非常喜欢也非常非常感谢！', 'productId': '11131697900'}
{'content': '宝贝很好，就是这量&hellip;&hellip;', 'productId': '11131395571'}
{'content': '很好的菊花，漂亮，希望是正宗野菊花', 'productId': '11131395571'}
{'content': '还可以啊还可以啊还可以啊还可以啊还可以啊', 'productId': '11131395571'}
{'content': '不错，品质、色泽都很好。值得购买', 'productId': '11131395571'}
{'content': '还可以吧。 喝着有点味苦 。就是菊花太特么小了。 都没开呢', 'productId': '11131395571'}
{'content': '很满意，同事喝也觉得不错', 'productId': '11131395571'}
{'content': '需然有点碎，速度有点慢&hellip;&hellip;但效果挺不错的的，值得5分', 'productId': '11131395571'}
{'content': '味道不错，就是有点苦', 'productId': '11131395571'}
{'content': '味挺浓的应该是野生的', 'productId': '11131395571'}
{'content': '很好喝，正品，就是容易碎，要轻放', 'productId': '11131395571'}
{'content': '与描述不符!并没有自己平时买的品质好!', 'productId': '37230347707'}
{'content': '商家很实在，虽然笋比较老，但凭良心给的比较多，剥出来份量比较足', 'productId': '37230347707'}
{'content': '此用户未填写评价内容', 'productId': '37752969287'}
{'content': '此用户未填写评价内容', 'productId': '37752969287'}
{'content': '喝着还不错，过段时间再来评价', 'productId': '11131402145'}
{'content': '很好是新鲜的陈皮，同样板图片的一样，不过放一段时间更好，也很实为呀', 'productId': '11131402145'}
{'content': '此用户未填写评价内容', 'productId': '11131402145'}
{'content': '挺好的，包装方便。。。信任京东，送货上门的服务超赞。', 'productId': '11131402145'}
{'content': '价格实惠，分量足，味道挺浓，不过挺多细渣的。', 'productId': '11131402145'}
{'content': '味道很重，很满意，非常好！', 'productId': '11131402145'}
{'content': '经济实惠物美价廉', 'productId': '11131402145'}
{'content': '整体还不错，闻起来挺香的！', 'productId': '11131402145'}
{'content': '陈皮很好，我用来做醉虾的，味道一级棒。', 'productId': '11131402145'}
{'content': '还可以，味道不太喜欢，没有橘皮那种香味', 'productId': '11131402145'}
{'content': '此用户未填写评价内容', 'productId': '19661927665'}
{'content': '发货很快，非常满意，好', 'productId': '11131697900'}
{'content': '从来没有给过差评！灰尘不说了，洗一下就可以了，树枝是什么鬼，放的图片那么好。。。', 'productId': '11131697900'}
{'content': '很好的卖家！不错，继续支持', 'productId': '11131697900'}
{'content': '比想象的好，物有所值，good！', 'productId': '11131697900'}
{'content': '。。。。。。。。。。。。。。', 'productId': '11131697900'}
{'content': '好好好...', 'productId': '11131697900'}
{'content': '1336', 'productId': '11131697900'}
{'content': '太苦，怀疑不是野菊花，像蒲公英花蕾', 'productId': '11131395571'}
{'content': '还不错，只是有点贵了，不错非常棒', 'productId': '11131395571'}
{'content': '不解释拉你懂？非常速度啊', 'productId': '11131395571'}
{'content': '太酷了！非常好下次继续啊', 'productId': '11131395571'}
{'content': '好苦，，', 'productId': '11131395571'}
{'content': '此用户未填写评价内容', 'productId': '11131395571'}
{'content': '此用户未填写评价内容', 'productId': '11131395571'}
{'content': '加入普洱茶同煮，减脂又明目，消暑口感好。', 'productId': '11131395571'}
{'content': '，，，，，，', 'productId': '11131395571'}
{'content': '好好好好好的喔', 'productId': '11131395571'}
{'content': '超过十个字就有机会获得京豆噢', 'productId': '11131395571'}
{'content': '挺好的希望一直保持', 'productId': '11131395571'}
{'content': '灰太大，需冲洗', 'productId': '11131395571'}
{'content': '还可以', 'productId': '11131395571'}
{'content': '这个和实物差别也太大了吧，全是没有开放的花苞，而且好小，还有点碎，简直醉了！', 'productId': '11131395571'}
{'content': '货收到了！和图片描述的不太一样。', 'productId': '11131395571'}
{'content': '不错', 'productId': '11131395571'}
{'content': '不错', 'productId': '11131395571'}
{'content': '1', 'productId': '11131395571'}
{'content': '好', 'productId': '11131395571'}
{'content': '野菊花收到了，有些苦，不过去火效果很好！', 'productId': '11131395571'}
{'content': '一般～', 'productId': '11131697900'}
{'content': '不错', 'productId': '11131697900'}
{'content': '不错', 'productId': '11131697900'}
{'content': '好评', 'productId': '11131697900'}
{'content': '一般', 'productId': '11131697900'}
{'content': '不错', 'productId': '11131697900'}
{'content': '这么好的卖加=家。。你不选可惜了', 'productId': '11131697900'}
{'content': '相当好的一个卖家服务真好！刚刚滴', 'productId': '11131697900'}
{'content': '比想象的好，物有所值，good！', 'productId': '11131697900'}
{'content': '很好的卖家！不错，继续支持', 'productId': '11131697900'}
{'content': '还好吧，不过不怎么喜欢这个味道', 'productId': '11131697900'}
{'content': '东西看起来很不错&hellip;&hellip;', 'productId': '11131697900'}
{'content': '一次买了好几种，包装比较差，有一种还没贴产品标签', 'productId': '11131697900'}
{'content': '货真价实！好&hellip;&hellip;', 'productId': '11131697900'}
{'content': '有很多碎的不说，那些个小木条怎么回事', 'productId': '11131697900'}
{'content': '还好，就是味道冲', 'productId': '11131697900'}
{'content': '好，好，好', 'productId': '11131697900'}
{'content': '物流差，一点也不好', 'productId': '11131697900'}
{'content': '很难喝的茶只次一次', 'productId': '11131697900'}
{'content': '刚买来没有仔细看，才发现里面杂质很多，质量也不好，喝了点感觉味道也不好，很失望', 'productId': '11131697900'}
{'content': '东西很满意，一直信赖京东！', 'productId': '11131697900'}
{'content': '快递超级暴力，盒子都不成样子，马鞭草的袋子烂掉撒在盒子里了。', 'productId': '11131697900'}
{'content': '东西不错，不知道效果如何', 'productId': '11131697900'}
{'content': '喝着还行&hellip;怪怪的味道&hellip;不错', 'productId': '11131697900'}
{'content': '还行吧！物流也中', 'productId': '11131697900'}
{'content': '好，，，，，，，，，，', 'productId': '11131697900'}
{'content': '还不错，口感有点冲', 'productId': '11131697900'}
{'content': '好。。。。。。。。。。', 'productId': '11131697900'}
{'content': '挺多杂质的，第一次喝迷迭香', 'productId': '11131697900'}
{'content': '东西很棒，谢谢大家一直忙。', 'productId': '11131697900'}
{'content': '好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好', 'productId': '11131402145'}
{'content': '呵呵呵呵呵呵呵护', 'productId': '11131402145'}
{'content': '好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好', 'productId': '11131402145'}
